subscription_id,customer_id,plan_id,plan_key,contract_type,start_date,end_date,locations,discount_pct,list_mrr,billed_mrr,is_active
SUB_01006,CUST_00807,3,enterprise,annual,2023-06-01,2024-05-01,7,0.2,1219,975.2,False
SUB_01007,CUST_00807,3,enterprise,annual,2024-05-01,,8,0.2,1289,1031.2,True
SUB_01008,CUST_00808,1,basic,monthly,2023-01-01,,1,0.0,99,99.0,True
SUB_01009,CUST_00809,2,pro,monthly,2024-10-01,2025-08-01,3,0.1,379,341.1,False
SUB_01010,CUST_00809,2,pro,monthly,2025-08-01,,2,0.1,339,305.1,True
SUB_01011,CUST_00810,2,pro,monthly,2024-06-01,2025-08-01,1,0.0,299,299.0,False
SUB_01012,CUST_00811,1,basic,monthly,2025-03-01,,1,0.0,99,99.0,True
SUB_01013,CUST_00812,1,basic,monthly,2025-01-01,,1,0.0,99,99.0,True
SUB_01014,CUST_00813,1,basic,annual,2025-03-01,2025-11-01,1,0.0,99,99.0,False
SUB_01015,CUST_00813,1,basic,annual,2025-11-01,,2,0.0,99,99.0,True
SUB_01016,CUST_00814,2,pro,annual,2025-07-01,,2,0.0,339,339.0,True
SUB_01017,CUST_00815,1,basic,monthly,2024-11-01,2025-04-01,1,0.0,99,99.0,False
SUB_01018,CUST_00816,2,pro,monthly,2025-03-01,,1,0.0,299,299.0,True
SUB_01019,CUST_00817,1,basic,monthly,2025-06-01,,1,0.0,99,99.0,True
SUB_01020,CUST_00818,3,enterprise,monthly,2025-02-01,,4,0.1,1009,908.1,True
SUB_01021,CUST_00819,2,pro,annual,2023-04-01,2023-05-01,1,0.0,299,299.0,False
SUB_01022,CUST_00820,2,pro,annual,2024-02-01,,1,0.2,299,239.2,True
SUB_01023,CUST_00821,1,basic,monthly,2025-11-01,,1,0.1,99,89.1,True
SUB_01024,CUST_00822,1,basic,annual,2024-05-01,2025-02-01,1,0.0,99,99.0,False
SUB_01025,CUST_00822,1,basic,annual,2025-02-01,,2,0.0,99,99.0,True
SUB_01026,CUST_00823,1,basic,monthly,2025-03-01,,1,0.0,99,99.0,True
SUB_01027,CUST_00824,2,pro,monthly,2023-05-01,,1,0.0,299,299.0,True
SUB_01028,CUST_00825,1,basic,annual,2024-12-01,2025-11-01,1,0.0,99,99.0,False
SUB_01029,CUST_00825,1,basic,annual,2025-11-01,,2,0.0,99,99.0,True
SUB_01030,CUST_00826,3,enterprise,annual,2025-07-01,,6,0.2,1149,919.2,True
SUB_01031,CUST_00827,1,basic,monthly,2023-08-01,2023-11-01,1,0.0,99,99.0,False
SUB_01032,CUST_00828,2,pro,annual,2025-11-01,,1,0.0,299,299.0,True
SUB_01033,CUST_00829,2,pro,monthly,2025-06-01,,1,0.1,299,269.1,True
SUB_01034,CUST_00830,2,pro,annual,2025-07-01,,5,0.2,459,367.2,True
SUB_01035,CUST_00831,1,basic,monthly,2024-06-01,2025-02-01,1,0.0,99,99.0,False
SUB_01036,CUST_00832,2,pro,monthly,2024-04-01,,3,0.0,379,379.0,True
SUB_01037,CUST_00833,1,basic,monthly,2024-06-01,,1,0.1,99,89.1,True
SUB_01038,CUST_00834,2,pro,monthly,2023-06-01,2023-10-01,2,0.0,339,339.0,False
SUB_01039,CUST_00834,2,pro,monthly,2023-10-01,2024-03-01,3,0.0,379,379.0,False
SUB_01040,CUST_00834,2,pro,monthly,2024-03-01,,4,0.0,419,419.0,True
SUB_01041,CUST_00835,1,basic,monthly,2024-07-01,2025-08-01,1,0.0,99,99.0,False
SUB_01042,CUST_00836,1,basic,monthly,2024-02-01,2025-10-01,1,0.0,99,99.0,False
SUB_01043,CUST_00837,1,basic,monthly,2024-05-01,2024-09-01,1,0.0,99,99.0,False
SUB_01044,CUST_00838,1,basic,monthly,2023-06-01,2023-10-01,1,0.0,99,99.0,False
SUB_01045,CUST_00839,2,pro,monthly,2023-03-01,2024-01-01,2,0.0,339,339.0,False
SUB_01046,CUST_00840,2,pro,annual,2024-07-01,,5,0.1,459,413.1,True
SUB_01047,CUST_00841,1,basic,monthly,2024-03-01,,1,0.2,99,79.2,True
SUB_01048,CUST_00842,1,basic,monthly,2023-03-01,2024-06-01,1,0.0,99,99.0,False
SUB_01049,CUST_00843,1,basic,monthly,2023-09-01,2025-05-01,1,0.0,99,99.0,False
SUB_01050,CUST_00844,1,basic,monthly,2024-03-01,2025-12-01,1,0.0,99,99.0,False
SUB_01051,CUST_00845,2,pro,monthly,2024-01-01,2024-04-01,3,0.0,379,379.0,False
SUB_01052,CUST_00845,2,pro,monthly,2024-04-01,,2,0.0,339,339.0,True
SUB_01053,CUST_00846,2,pro,monthly,2025-01-01,2025-06-01,3,0.1,379,341.1,False
SUB_01054,CUST_00846,2,pro,monthly,2025-06-01,,4,0.1,419,377.1,True
SUB_01055,CUST_00847,2,pro,monthly,2025-01-01,2025-08-01,2,0.0,339,339.0,False
SUB_01056,CUST_00847,2,pro,monthly,2025-08-01,,3,0.0,379,379.0,True
SUB_01057,CUST_00848,1,basic,monthly,2024-04-01,2025-03-01,1,0.0,99,99.0,False
SUB_01058,CUST_00849,1,basic,annual,2025-02-01,2025-12-01,1,0.2,99,79.2,False
SUB_01059,CUST_00850,1,basic,monthly,2023-01-01,,1,0.0,99,99.0,True
SUB_01060,CUST_00851,2,pro,monthly,2025-11-01,,3,0.0,379,379.0,True
SUB_01061,CUST_00852,1,basic,monthly,2023-04-01,2024-03-01,1,0.0,99,99.0,False
SUB_01062,CUST_00853,2,pro,monthly,2025-09-01,,4,0.0,419,419.0,True
SUB_01063,CUST_00854,1,basic,annual,2025-01-01,,1,0.0,99,99.0,True
SUB_01064,CUST_00855,1,basic,monthly,2023-09-01,2025-05-01,1,0.0,99,99.0,False
SUB_01065,CUST_00856,2,pro,monthly,2023-12-01,2024-07-01,1,0.0,299,299.0,False
SUB_01066,CUST_00857,2,pro,monthly,2025-07-01,,1,0.1,299,269.1,True
SUB_01067,CUST_00858,2,pro,annual,2023-10-01,2024-11-01,5,0.1,459,413.1,False
SUB_01068,CUST_00859,1,basic,monthly,2025-04-01,2025-11-01,1,0.0,99,99.0,False
SUB_01069,CUST_00860,1,basic,monthly,2024-10-01,,1,0.0,99,99.0,True
SUB_01070,CUST_00861,1,basic,annual,2025-06-01,,1,0.0,99,99.0,True
SUB_01071,CUST_00862,1,basic,monthly,2025-07-01,,1,0.1,99,89.1,True
SUB_01072,CUST_00863,3,enterprise,annual,2024-05-01,,2,0.2,869,695.2,True
SUB_01073,CUST_00864,1,basic,annual,2023-07-01,2024-09-01,1,0.2,99,79.2,False
SUB_01074,CUST_00865,1,basic,annual,2025-03-01,,1,0.1,99,89.1,True
SUB_01075,CUST_00866,2,pro,annual,2023-06-01,2025-12-01,2,0.1,339,305.1,False
SUB_01076,CUST_00866,2,pro,annual,2025-12-01,,3,0.1,379,341.1,True
SUB_01077,CUST_00867,1,basic,monthly,2024-08-01,,1,0.0,99,99.0,True
SUB_01078,CUST_00868,1,basic,annual,2023-03-01,,1,0.0,99,99.0,True
SUB_01079,CUST_00869,1,basic,monthly,2024-07-01,2024-10-01,1,0.0,99,99.0,False
SUB_01080,CUST_00870,1,basic,monthly,2025-07-01,,1,0.0,99,99.0,True
SUB_01081,CUST_00871,1,basic,monthly,2025-12-01,,1,0.0,99,99.0,True
SUB_01082,CUST_00872,2,pro,monthly,2025-06-01,,2,0.1,339,305.1,True
SUB_01083,CUST_00873,1,basic,annual,2025-12-01,,1,0.1,99,89.1,True
SUB_01084,CUST_00874,1,basic,monthly,2023-01-01,,1,0.0,99,99.0,True
SUB_01085,CUST_00875,1,basic,monthly,2025-05-01,,1,0.0,99,99.0,True
SUB_01086,CUST_00876,1,basic,monthly,2024-01-01,2025-11-01,1,0.0,99,99.0,False
SUB_01087,CUST_00877,1,basic,monthly,2025-03-01,2025-05-01,1,0.0,99,99.0,False
SUB_01088,CUST_00878,2,pro,annual,2025-11-01,,4,0.1,419,377.1,True
SUB_01089,CUST_00879,2,pro,annual,2024-08-01,,2,0.0,339,339.0,True
SUB_01090,CUST_00880,1,basic,monthly,2023-05-01,2023-06-01,1,0.0,99,99.0,False
SUB_01091,CUST_00880,1,basic,monthly,2023-06-01,2023-08-01,2,0.0,99,99.0,False
SUB_01092,CUST_00881,2,pro,annual,2024-07-01,2025-09-01,2,0.1,339,305.1,False
SUB_01093,CUST_00881,2,pro,annual,2025-09-01,,3,0.1,379,341.1,True
SUB_01094,CUST_00882,1,basic,annual,2025-12-01,,1,0.1,99,89.1,True
SUB_01095,CUST_00883,1,basic,monthly,2025-06-01,,1,0.1,99,89.1,True
SUB_01096,CUST_00884,1,basic,annual,2024-12-01,,1,0.0,99,99.0,True
SUB_01097,CUST_00885,1,basic,annual,2023-03-01,2023-08-01,1,0.0,99,99.0,False
SUB_01098,CUST_00886,1,basic,monthly,2025-03-01,,1,0.0,99,99.0,True
SUB_01099,CUST_00887,2,pro,monthly,2025-02-01,2025-11-01,4,0.0,419,419.0,False
SUB_01100,CUST_00887,2,pro,monthly,2025-11-01,,5,0.0,459,459.0,True
SUB_01101,CUST_00888,1,basic,annual,2025-06-01,,1,0.2,99,79.2,True
SUB_01102,CUST_00889,2,pro,annual,2023-07-01,,3,0.2,379,303.2,True
SUB_01103,CUST_00890,3,enterprise,monthly,2024-10-01,,4,0.0,1009,1009.0,True
SUB_01104,CUST_00891,2,pro,annual,2025-12-01,,2,0.1,339,305.1,True
SUB_01105,CUST_00892,2,pro,monthly,2023-04-01,2024-03-01,1,0.1,299,269.1,False
SUB_01106,CUST_00893,1,basic,annual,2024-10-01,,3,0.1,99,89.1,True
SUB_01107,CUST_00894,1,basic,monthly,2024-05-01,,1,0.0,99,99.0,True
SUB_01108,CUST_00895,1,basic,monthly,2023-11-01,2024-06-01,1,0.0,99,99.0,False
SUB_01109,CUST_00895,1,basic,monthly,2024-06-01,2025-04-01,2,0.0,99,99.0,False
SUB_01110,CUST_00896,2,pro,annual,2024-11-01,2025-12-01,1,0.0,299,299.0,False
SUB_01111,CUST_00896,2,pro,annual,2025-12-01,,2,0.0,339,339.0,True
SUB_01112,CUST_00897,1,basic,annual,2023-11-01,2024-12-01,1,0.0,99,99.0,False
SUB_01113,CUST_00898,1,basic,monthly,2024-12-01,,1,0.1,99,89.1,True
SUB_01114,CUST_00899,2,pro,monthly,2025-01-01,,2,0.0,339,339.0,True
SUB_01115,CUST_00900,2,pro,annual,2024-08-01,2025-10-01,3,0.0,379,379.0,False
SUB_01116,CUST_00900,2,pro,annual,2025-10-01,,4,0.0,419,419.0,True
SUB_01117,CUST_00901,1,basic,monthly,2024-10-01,,1,0.0,99,99.0,True
SUB_01118,CUST_00902,2,pro,monthly,2023-11-01,2025-10-01,6,0.0,499,499.0,False
SUB_01119,CUST_00903,1,basic,annual,2025-01-01,,1,0.0,99,99.0,True
SUB_01120,CUST_00904,2,pro,monthly,2023-02-01,2024-03-01,3,0.0,379,379.0,False
SUB_01121,CUST_00905,1,basic,monthly,2023-05-01,2023-08-01,1,0.0,99,99.0,False
SUB_01122,CUST_00906,1,basic,monthly,2025-10-01,,1,0.0,99,99.0,True
SUB_01123,CUST_00907,1,basic,monthly,2024-10-01,2025-04-01,1,0.0,99,99.0,False
SUB_01124,CUST_00908,2,pro,monthly,2023-09-01,,2,0.0,339,339.0,True
SUB_01125,CUST_00909,1,basic,annual,2023-03-01,2023-04-01,1,0.0,99,99.0,False
SUB_01126,CUST_00910,1,basic,monthly,2024-06-01,,1,0.1,99,89.1,True
SUB_01127,CUST_00911,1,basic,annual,2024-03-01,,1,0.1,99,89.1,True
SUB_01128,CUST_00912,1,basic,monthly,2023-05-01,2023-06-01,1,0.0,99,99.0,False
SUB_01129,CUST_00913,2,pro,monthly,2023-04-01,2023-10-01,2,0.0,339,339.0,False
SUB_01130,CUST_00914,1,basic,monthly,2024-09-01,2024-10-01,1,0.0,99,99.0,False
SUB_01131,CUST_00915,1,basic,monthly,2024-04-01,,1,0.0,99,99.0,True
SUB_01132,CUST_00916,1,basic,monthly,2024-01-01,2024-07-01,1,0.0,99,99.0,False
SUB_01133,CUST_00917,2,pro,annual,2025-01-01,2025-02-01,3,0.1,379,341.1,False
SUB_01134,CUST_00917,2,pro,annual,2025-02-01,,4,0.1,419,377.1,True
SUB_01135,CUST_00918,1,basic,monthly,2024-01-01,,1,0.0,99,99.0,True
SUB_01136,CUST_00919,2,pro,annual,2025-06-01,,1,0.2,299,239.2,True
SUB_01137,CUST_00920,3,enterprise,annual,2025-01-01,,9,0.1,1359,1223.1,True
SUB_01138,CUST_00921,1,basic,monthly,2024-05-01,2024-07-01,1,0.0,99,99.0,False
SUB_01139,CUST_00921,1,basic,monthly,2024-07-01,2025-04-01,2,0.0,99,99.0,False
SUB_01140,CUST_00922,3,enterprise,annual,2024-06-01,,10,0.1,1429,1286.1,True
SUB_01141,CUST_00923,2,pro,monthly,2023-03-01,2023-09-01,1,0.0,299,299.0,False
SUB_01142,CUST_00924,1,basic,annual,2024-09-01,,6,0.1,99,89.1,True
SUB_01143,CUST_00925,2,pro,monthly,2024-07-01,2025-08-01,1,0.0,299,299.0,False
SUB_01144,CUST_00926,1,basic,monthly,2023-07-01,2024-01-01,1,0.0,99,99.0,False
SUB_01145,CUST_00927,1,basic,annual,2024-05-01,2024-11-01,1,0.0,99,99.0,False
SUB_01146,CUST_00928,1,basic,monthly,2024-03-01,2024-09-01,1,0.0,99,99.0,False
SUB_01147,CUST_00928,1,basic,monthly,2024-09-01,,2,0.0,99,99.0,True
SUB_01148,CUST_00929,1,basic,monthly,2023-07-01,,1,0.0,99,99.0,True
SUB_01149,CUST_00930,1,basic,annual,2023-06-01,,1,0.0,99,99.0,True
SUB_01150,CUST_00931,2,pro,annual,2025-06-01,,5,0.1,459,413.1,True
SUB_01151,CUST_00932,1,basic,monthly,2023-01-01,2025-01-01,1,0.0,99,99.0,False
SUB_01152,CUST_00932,1,basic,monthly,2025-01-01,,2,0.0,99,99.0,True
SUB_01153,CUST_00933,1,basic,monthly,2024-10-01,,1,0.1,99,89.1,True
SUB_01154,CUST_00934,1,basic,annual,2023-04-01,2024-09-01,1,0.1,99,89.1,False
SUB_01155,CUST_00934,1,basic,annual,2024-09-01,2024-12-01,2,0.1,99,89.1,False
SUB_01156,CUST_00934,1,basic,annual,2024-12-01,,3,0.1,99,89.1,True
SUB_01157,CUST_00935,1,basic,monthly,2025-10-01,2025-11-01,4,0.0,99,99.0,False
SUB_01158,CUST_00936,1,basic,monthly,2024-11-01,,1,0.0,99,99.0,True
SUB_01159,CUST_00937,1,basic,monthly,2023-06-01,2024-08-01,1,0.0,99,99.0,False
SUB_01160,CUST_00938,2,pro,annual,2025-09-01,,4,0.1,419,377.1,True
SUB_01161,CUST_00939,1,basic,monthly,2025-12-01,,1,0.0,99,99.0,True
SUB_01162,CUST_00940,1,basic,monthly,2023-07-01,2023-12-01,1,0.0,99,99.0,False
SUB_01163,CUST_00941,1,basic,monthly,2024-12-01,,1,0.0,99,99.0,True
SUB_01164,CUST_00942,3,enterprise,annual,2025-06-01,,10,0.2,1429,1143.2,True
SUB_01165,CUST_00943,1,basic,monthly,2025-02-01,2025-03-01,1,0.0,99,99.0,False
SUB_01166,CUST_00944,3,enterprise,annual,2024-05-01,,5,0.2,1079,863.2,True
SUB_01167,CUST_00945,2,pro,annual,2023-01-01,2024-06-01,2,0.2,339,271.2,False
SUB_01168,CUST_00945,2,pro,annual,2024-06-01,2024-11-01,1,0.2,299,239.2,False
SUB_01169,CUST_00945,2,pro,annual,2024-11-01,2025-08-01,2,0.2,339,271.2,False
SUB_01170,CUST_00946,1,basic,monthly,2024-11-01,2025-10-01,1,0.0,99,99.0,False
SUB_01171,CUST_00947,1,basic,monthly,2024-06-01,,1,0.0,99,99.0,True
SUB_01172,CUST_00948,2,pro,annual,2023-02-01,,3,0.0,379,379.0,True
SUB_01173,CUST_00949,1,basic,annual,2023-05-01,,1,0.0,99,99.0,True
SUB_01174,CUST_00950,1,basic,monthly,2023-01-01,2023-08-01,1,0.0,99,99.0,False
SUB_01175,CUST_00951,3,enterprise,monthly,2025-01-01,,9,0.2,1359,1087.2,True
SUB_01176,CUST_00952,3,enterprise,annual,2024-04-01,,4,0.0,1009,1009.0,True
SUB_01177,CUST_00953,3,enterprise,annual,2025-09-01,,6,0.0,1149,1149.0,True
SUB_01178,CUST_00954,1,basic,monthly,2025-07-01,2025-08-01,1,0.0,99,99.0,False
SUB_01179,CUST_00955,3,enterprise,annual,2024-09-01,,6,0.2,1149,919.2,True
SUB_01180,CUST_00956,1,basic,monthly,2024-12-01,2025-04-01,1,0.0,99,99.0,False
SUB_01181,CUST_00956,1,basic,monthly,2025-04-01,2025-12-01,2,0.0,99,99.0,False
SUB_01182,CUST_00957,3,enterprise,annual,2024-07-01,2025-08-01,9,0.3,1359,951.3,False
SUB_01183,CUST_00957,3,enterprise,annual,2025-08-01,,10,0.3,1429,1000.3,True
SUB_01184,CUST_00958,3,enterprise,annual,2023-03-01,,2,0.0,869,869.0,True
SUB_01185,CUST_00959,1,basic,monthly,2025-03-01,,1,0.0,99,99.0,True
SUB_01186,CUST_00960,3,enterprise,annual,2024-04-01,,7,0.1,1219,1097.1,True
SUB_01187,CUST_00961,1,basic,monthly,2024-11-01,2025-03-01,1,0.0,99,99.0,False
SUB_01188,CUST_00962,2,pro,monthly,2024-02-01,,1,0.1,299,269.1,True
SUB_01189,CUST_00963,1,basic,annual,2023-10-01,2024-06-01,1,0.2,99,79.2,False
SUB_01190,CUST_00964,2,pro,annual,2023-11-01,2025-07-01,5,0.0,459,459.0,False
SUB_01191,CUST_00964,2,pro,annual,2025-07-01,,6,0.0,499,499.0,True
SUB_01192,CUST_00965,1,basic,monthly,2024-10-01,,1,0.0,99,99.0,True
SUB_01193,CUST_00966,2,pro,monthly,2025-04-01,,1,0.0,299,299.0,True
SUB_01194,CUST_00967,2,pro,monthly,2024-07-01,2025-07-01,2,0.0,339,339.0,False
SUB_01195,CUST_00968,1,basic,monthly,2024-06-01,2025-12-01,1,0.0,99,99.0,False
SUB_01196,CUST_00969,1,basic,monthly,2023-02-01,,1,0.0,99,99.0,True
SUB_01197,CUST_00970,1,basic,monthly,2025-08-01,,1,0.0,99,99.0,True
SUB_01198,CUST_00971,1,basic,monthly,2023-10-01,,1,0.1,99,89.1,True
SUB_01199,CUST_00972,3,enterprise,annual,2024-07-01,2025-09-01,8,0.1,1289,1160.1,False
SUB_01200,CUST_00972,3,enterprise,annual,2025-09-01,,9,0.1,1359,1223.1,True
SUB_01201,CUST_00973,1,basic,annual,2024-02-01,2024-07-01,1,0.0,99,99.0,False
SUB_01202,CUST_00974,2,pro,annual,2025-09-01,,5,0.0,459,459.0,True
SUB_01203,CUST_00975,1,basic,annual,2023-03-01,,1,0.0,99,99.0,True
SUB_01204,CUST_00976,1,basic,monthly,2025-12-01,,1,0.0,99,99.0,True
SUB_01205,CUST_00977,1,basic,monthly,2025-07-01,,1,0.0,99,99.0,True
SUB_01206,CUST_00978,2,pro,monthly,2025-03-01,,1,0.1,299,269.1,True
SUB_01207,CUST_00979,2,pro,monthly,2023-04-01,2024-03-01,5,0.0,459,459.0,False
SUB_01208,CUST_00979,2,pro,monthly,2024-03-01,,4,0.0,419,419.0,True
SUB_01209,CUST_00980,2,pro,monthly,2024-08-01,,3,0.1,379,341.1,True
SUB_01210,CUST_00981,2,pro,monthly,2025-11-01,,1,0.0,299,299.0,True
SUB_01211,CUST_00982,1,basic,annual,2025-10-01,,1,0.0,99,99.0,True
SUB_01212,CUST_00983,2,pro,monthly,2023-10-01,2024-05-01,2,0.1,339,305.1,False
SUB_01213,CUST_00983,2,pro,monthly,2024-05-01,2025-10-01,3,0.1,379,341.1,False
SUB_01214,CUST_00983,2,pro,monthly,2025-10-01,,2,0.1,339,305.1,True
SUB_01215,CUST_00984,2,pro,monthly,2024-02-01,2025-01-01,1,0.1,299,269.1,False
SUB_01216,CUST_00985,2,pro,monthly,2023-12-01,2025-06-01,2,0.0,339,339.0,False
SUB_01217,CUST_00986,1,basic,monthly,2025-01-01,,1,0.0,99,99.0,True
SUB_01218,CUST_00987,3,enterprise,annual,2023-11-01,,9,0.2,1359,1087.2,True
SUB_01219,CUST_00988,2,pro,monthly,2023-11-01,2024-04-01,9,0.2,619,495.2,False
SUB_01220,CUST_00988,2,pro,monthly,2024-04-01,2025-10-01,10,0.2,659,527.2,False
SUB_01221,CUST_00988,2,pro,monthly,2025-10-01,,11,0.2,699,559.2,True
SUB_01222,CUST_00989,1,basic,annual,2024-09-01,,1,0.0,99,99.0,True
SUB_01223,CUST_00990,2,pro,annual,2023-08-01,2023-09-01,2,0.1,339,305.1,False
SUB_01224,CUST_00990,2,pro,annual,2023-09-01,,3,0.1,379,341.1,True
SUB_01225,CUST_00991,2,pro,annual,2023-01-01,2023-12-01,3,0.1,379,341.1,False
SUB_01226,CUST_00991,2,pro,annual,2023-12-01,2024-09-01,4,0.1,419,377.1,False
SUB_01227,CUST_00991,2,pro,annual,2024-09-01,2025-03-01,5,0.1,459,413.1,False
SUB_01228,CUST_00992,1,basic,monthly,2025-10-01,2025-11-01,1,0.0,99,99.0,False
SUB_01229,CUST_00993,1,basic,monthly,2023-06-01,2023-12-01,1,0.0,99,99.0,False
SUB_01230,CUST_00994,1,basic,monthly,2024-03-01,,1,0.1,99,89.1,True
SUB_01231,CUST_00995,1,basic,annual,2023-03-01,,1,0.1,99,89.1,True
SUB_01232,CUST_00996,2,pro,annual,2023-04-01,2024-03-01,6,0.2,499,399.2,False
SUB_01233,CUST_00996,2,pro,annual,2024-03-01,2024-11-01,7,0.2,539,431.2,False
SUB_01234,CUST_00997,2,pro,monthly,2023-12-01,2024-12-01,1,0.0,299,299.0,False
SUB_01235,CUST_00997,2,pro,monthly,2024-12-01,,2,0.0,339,339.0,True
SUB_01236,CUST_00998,1,basic,annual,2024-09-01,,1,0.1,99,89.1,True
SUB_01237,CUST_00999,2,pro,monthly,2023-05-01,2023-11-01,4,0.0,419,419.0,False
SUB_01238,CUST_00999,2,pro,monthly,2023-11-01,2025-09-01,5,0.0,459,459.0,False
SUB_01239,CUST_01000,1,basic,monthly,2025-12-01,,1,0.0,99,99.0,True
SUB_01240,CUST_01001,2,pro,monthly,2025-12-01,,1,0.1,299,269.1,True
SUB_01241,CUST_01002,3,enterprise,annual,2024-08-01,,6,0.1,1149,1034.1,True
SUB_01242,CUST_01003,2,pro,monthly,2024-12-01,,1,0.0,299,299.0,True
SUB_01243,CUST_01004,2,pro,monthly,2025-10-01,,3,0.0,379,379.0,True
SUB_01244,CUST_01005,1,basic,monthly,2024-02-01,2025-10-01,3,0.0,99,99.0,False
SUB_01245,CUST_01006,1,basic,annual,2024-02-01,,1,0.1,99,89.1,True
SUB_01246,CUST_01007,1,basic,monthly,2024-03-01,2025-01-01,1,0.0,99,99.0,False
SUB_01247,CUST_01008,2,pro,annual,2024-09-01,2025-09-01,4,0.2,419,335.2,False
SUB_01248,CUST_01009,1,basic,monthly,2024-11-01,,1,0.0,99,99.0,True
SUB_01249,CUST_01010,1,basic,annual,2023-12-01,2025-10-01,1,0.0,99,99.0,False
SUB_01250,CUST_01011,1,basic,monthly,2025-08-01,2025-09-01,1,0.0,99,99.0,False
SUB_01251,CUST_01012,2,pro,annual,2024-11-01,,5,0.1,459,413.1,True
SUB_01252,CUST_01013,1,basic,monthly,2025-12-01,,1,0.0,99,99.0,True
SUB_01253,CUST_01014,1,basic,monthly,2024-03-01,,1,0.0,99,99.0,True
SUB_01254,CUST_01015,3,enterprise,monthly,2023-05-01,2023-07-01,2,0.0,869,869.0,False
SUB_01255,CUST_01015,3,enterprise,monthly,2023-07-01,2024-05-01,3,0.0,939,939.0,False
SUB_01256,CUST_01016,3,enterprise,annual,2025-12-01,,7,0.1,1219,1097.1,True
SUB_01257,CUST_01017,1,basic,monthly,2024-09-01,,1,0.0,99,99.0,True
SUB_01258,CUST_01018,2,pro,monthly,2025-10-01,,1,0.0,299,299.0,True
SUB_01259,CUST_01019,1,basic,monthly,2025-12-01,,1,0.0,99,99.0,True
SUB_01260,CUST_01020,2,pro,monthly,2023-07-01,2023-10-01,3,0.2,379,303.2,False
SUB_01261,CUST_01020,2,pro,monthly,2023-10-01,2025-06-01,2,0.2,339,271.2,False
SUB_01262,CUST_01020,2,pro,monthly,2025-06-01,,3,0.2,379,303.2,True
SUB_01263,CUST_01021,1,basic,monthly,2024-01-01,2024-05-01,1,0.0,99,99.0,False
SUB_01264,CUST_01022,1,basic,annual,2024-11-01,,1,0.0,99,99.0,True
SUB_01265,CUST_01023,2,pro,monthly,2023-09-01,,7,0.1,539,485.1,True
SUB_01266,CUST_01024,1,basic,annual,2023-08-01,,4,0.1,99,89.1,True
SUB_01267,CUST_01025,1,basic,annual,2023-06-01,,1,0.0,99,99.0,True
SUB_01268,CUST_01026,1,basic,annual,2024-10-01,,3,0.2,99,79.2,True
SUB_01269,CUST_01027,1,basic,monthly,2024-02-01,2025-01-01,1,0.0,99,99.0,False
SUB_01270,CUST_01028,1,basic,monthly,2023-08-01,2023-11-01,1,0.0,99,99.0,False
SUB_01271,CUST_01029,2,pro,annual,2025-11-01,,7,0.1,539,485.1,True
SUB_01272,CUST_01030,1,basic,monthly,2024-08-01,2024-10-01,1,0.0,99,99.0,False
SUB_01273,CUST_01031,1,basic,monthly,2025-06-01,,5,0.0,99,99.0,True
SUB_01274,CUST_01032,1,basic,monthly,2025-02-01,2025-03-01,1,0.1,99,89.1,False
SUB_01275,CUST_01033,1,basic,monthly,2025-07-01,,1,0.0,99,99.0,True
SUB_01276,CUST_01034,1,basic,annual,2025-12-01,,4,0.2,99,79.2,True
SUB_01277,CUST_01035,1,basic,annual,2023-07-01,,1,0.0,99,99.0,True
SUB_01278,CUST_01036,1,basic,annual,2025-08-01,,1,0.2,99,79.2,True
SUB_01279,CUST_01037,3,enterprise,monthly,2024-06-01,2024-08-01,4,0.0,1009,1009.0,False
SUB_01280,CUST_01037,3,enterprise,monthly,2024-08-01,2025-10-01,5,0.0,1079,1079.0,False
SUB_01281,CUST_01037,3,enterprise,monthly,2025-10-01,,6,0.0,1149,1149.0,True
SUB_01282,CUST_01038,2,pro,monthly,2024-10-01,,3,0.1,379,341.1,True
SUB_01283,CUST_01039,1,basic,monthly,2025-08-01,,1,0.0,99,99.0,True
SUB_01284,CUST_01040,1,basic,annual,2025-11-01,,1,0.0,99,99.0,True
SUB_01285,CUST_01041,1,basic,monthly,2023-05-01,,1,0.0,99,99.0,True
SUB_01286,CUST_01042,1,basic,annual,2024-05-01,,1,0.2,99,79.2,True
SUB_01287,CUST_01043,1,basic,monthly,2025-06-01,2025-08-01,1,0.0,99,99.0,False
SUB_01288,CUST_01044,1,basic,monthly,2024-04-01,2024-11-01,1,0.0,99,99.0,False
SUB_01289,CUST_01044,1,basic,monthly,2024-11-01,,2,0.0,99,99.0,True
SUB_01290,CUST_01045,2,pro,annual,2025-09-01,,2,0.0,339,339.0,True
SUB_01291,CUST_01046,1,basic,annual,2025-06-01,,1,0.0,99,99.0,True
SUB_01292,CUST_01047,1,basic,monthly,2025-02-01,,1,0.0,99,99.0,True
SUB_01293,CUST_01048,2,pro,annual,2023-10-01,,1,0.1,299,269.1,True
SUB_01294,CUST_01049,1,basic,monthly,2023-10-01,2024-10-01,1,0.0,99,99.0,False
SUB_01295,CUST_01050,2,pro,annual,2025-07-01,,2,0.0,339,339.0,True
SUB_01296,CUST_01051,2,pro,annual,2024-09-01,2025-03-01,1,0.1,299,269.1,False
SUB_01297,CUST_01052,3,enterprise,annual,2023-07-01,2025-06-01,7,0.2,1219,975.2,False
SUB_01298,CUST_01052,3,enterprise,annual,2025-06-01,,8,0.2,1289,1031.2,True
