event_id,customer_id,subscription_id,event_date,event_type,old_plan_id,new_plan_id,old_locations,new_locations,old_discount_pct,new_discount_pct
EVT_00937,CUST_03654,SUB_03654,2023-05-12,signup,,1,,1,,0.2
EVT_00938,CUST_04368,SUB_04368,2023-05-12,signup,,2,,3,,0.0
EVT_00939,CUST_04886,SUB_04886,2023-05-12,signup,,2,,1,,0.0
EVT_00940,CUST_04973,SUB_04973,2023-05-12,signup,,1,,1,,0.0
EVT_00941,CUST_06503,SUB_06503,2023-05-12,signup,,1,,1,,0.0
EVT_00942,CUST_00999,SUB_00999,2023-05-13,signup,,2,,4,,0.0
EVT_00943,CUST_02291,SUB_02291,2023-05-13,signup,,2,,2,,0.2
EVT_00944,CUST_02570,SUB_02570,2023-05-13,signup,,1,,5,,0.1
EVT_00945,CUST_02743,SUB_02743,2023-05-13,signup,,2,,3,,0.0
EVT_00946,CUST_04426,SUB_04426,2023-05-13,signup,,1,,1,,0.1
EVT_00947,CUST_04505,SUB_04505,2023-05-13,signup,,1,,1,,0.0
EVT_00948,CUST_06339,SUB_06339,2023-05-13,signup,,1,,1,,0.0
EVT_00949,CUST_00133,SUB_00133,2023-05-14,signup,,1,,1,,0.0
EVT_00950,CUST_01503,SUB_01503,2023-05-14,signup,,2,,2,,0.0
EVT_00951,CUST_02643,SUB_02643,2023-05-14,signup,,1,,1,,0.0
EVT_00952,CUST_02808,SUB_02808,2023-05-14,signup,,1,,1,,0.1
EVT_00953,CUST_03278,SUB_03278,2023-05-14,signup,,3,,6,,0.1
EVT_00954,CUST_03792,SUB_03792,2023-05-14,signup,,3,,4,,0.1
EVT_00955,CUST_03852,SUB_03852,2023-05-14,signup,,2,,3,,0.2
EVT_00956,CUST_01164,SUB_01164,2023-05-15,signup,,2,,2,,0.2
EVT_00957,CUST_01255,SUB_01255,2023-05-15,signup,,3,,6,,0.0
EVT_00958,CUST_02310,SUB_02310,2023-05-15,signup,,1,,1,,0.0
EVT_00959,CUST_02573,SUB_02573,2023-05-15,signup,,2,,2,,0.0
EVT_00960,CUST_04193,SUB_04193,2023-05-15,signup,,2,,3,,0.1
EVT_00961,CUST_05367,SUB_05367,2023-05-15,signup,,1,,1,,0.0
EVT_00962,CUST_00535,SUB_00535,2023-05-16,signup,,2,,5,,0.0
EVT_00963,CUST_01015,SUB_01015,2023-05-16,signup,,3,,2,,0.0
EVT_00964,CUST_01193,SUB_01193,2023-05-16,signup,,3,,7,,0.1
EVT_00965,CUST_02784,SUB_02784,2023-05-16,signup,,1,,1,,0.1
EVT_00966,CUST_03336,SUB_03336,2023-05-16,signup,,2,,3,,0.1
EVT_00967,CUST_03478,SUB_03478,2023-05-16,signup,,2,,3,,0.0
EVT_00968,CUST_04497,SUB_04497,2023-05-16,signup,,3,,7,,0.2
EVT_00969,CUST_04532,SUB_04532,2023-05-16,signup,,2,,3,,0.0
EVT_00970,CUST_05532,SUB_05532,2023-05-16,signup,,3,,6,,0.0
EVT_00971,CUST_06847,SUB_06847,2023-05-16,signup,,1,,1,,0.0
EVT_00972,CUST_06948,SUB_06948,2023-05-16,signup,,1,,1,,0.1
EVT_00973,CUST_03050,SUB_03050,2023-05-17,signup,,1,,1,,0.0
EVT_00974,CUST_03173,SUB_03173,2023-05-17,signup,,1,,1,,0.1
EVT_00975,CUST_03491,SUB_03491,2023-05-17,signup,,2,,2,,0.0
EVT_00976,CUST_04232,SUB_04232,2023-05-17,signup,,1,,1,,0.0
EVT_00977,CUST_04590,SUB_04590,2023-05-17,signup,,1,,1,,0.0
EVT_00978,CUST_05892,SUB_05892,2023-05-17,signup,,1,,1,,0.1
EVT_00979,CUST_06559,SUB_06559,2023-05-17,signup,,1,,1,,0.0
EVT_00980,CUST_02854,SUB_02854,2023-05-18,signup,,3,,4,,0.0
EVT_00981,CUST_03573,SUB_03573,2023-05-18,signup,,3,,8,,0.2
EVT_00982,CUST_04152,SUB_04152,2023-05-18,signup,,3,,8,,0.1
EVT_00983,CUST_06430,SUB_06430,2023-05-18,signup,,3,,9,,0.2
EVT_00984,CUST_06628,SUB_06628,2023-05-18,signup,,1,,1,,0.1
EVT_00985,CUST_06999,SUB_06999,2023-05-18,signup,,2,,2,,0.0
EVT_00986,CUST_01740,SUB_01740,2023-05-19,signup,,3,,10,,0.0
EVT_00987,CUST_02501,SUB_02501,2023-05-19,signup,,2,,3,,0.1
EVT_00988,CUST_04026,SUB_04026,2023-05-19,signup,,2,,1,,0.0
EVT_00989,CUST_05071,SUB_05071,2023-05-19,signup,,1,,1,,0.0
EVT_00990,CUST_06909,SUB_06909,2023-05-19,signup,,1,,1,,0.0
EVT_00991,CUST_00049,SUB_00049,2023-05-20,signup,,1,,1,,0.0
EVT_00992,CUST_01819,SUB_01819,2023-05-20,signup,,1,,1,,0.0
EVT_00993,CUST_02331,SUB_02331,2023-05-20,signup,,2,,1,,0.0
EVT_00994,CUST_02612,SUB_02612,2023-05-20,signup,,1,,1,,0.0
EVT_00995,CUST_02699,SUB_02699,2023-05-20,signup,,2,,2,,0.1
EVT_00996,CUST_03227,SUB_03227,2023-05-20,signup,,2,,4,,0.0
EVT_00997,CUST_03785,SUB_03785,2023-05-20,signup,,2,,3,,0.0
EVT_00998,CUST_05231,SUB_05231,2023-05-20,signup,,2,,9,,0.0
EVT_00999,CUST_06536,SUB_06536,2023-05-20,signup,,2,,1,,0.1
EVT_01000,CUST_06613,SUB_06613,2023-05-20,signup,,2,,2,,0.0
EVT_01001,CUST_06801,SUB_06801,2023-05-20,signup,,1,,1,,0.0
EVT_01002,CUST_00800,SUB_00800,2023-05-21,signup,,1,,1,,0.0
EVT_01003,CUST_00824,SUB_00824,2023-05-21,signup,,2,,1,,0.0
EVT_01004,CUST_00880,SUB_00880,2023-05-21,signup,,1,,1,,0.0
EVT_01005,CUST_01490,SUB_01490,2023-05-21,signup,,1,,1,,0.1
EVT_01006,CUST_02844,SUB_02844,2023-05-21,signup,,1,,2,,0.0
EVT_01007,CUST_03882,SUB_03882,2023-05-21,signup,,2,,2,,0.0
EVT_01008,CUST_06264,SUB_06264,2023-05-21,signup,,3,,7,,0.0
EVT_01009,CUST_00390,SUB_00390,2023-05-22,signup,,3,,6,,0.1
EVT_01010,CUST_00460,SUB_00460,2023-05-22,signup,,2,,3,,0.3
EVT_01011,CUST_03589,SUB_03589,2023-05-22,signup,,1,,1,,0.0
EVT_01012,CUST_05260,SUB_05260,2023-05-22,signup,,1,,1,,0.0
EVT_01013,CUST_05782,SUB_05782,2023-05-22,signup,,1,,1,,0.0
EVT_01014,CUST_05832,SUB_05832,2023-05-22,signup,,3,,5,,0.2
EVT_01015,CUST_06738,SUB_06738,2023-05-22,signup,,2,,2,,0.2
EVT_01016,CUST_06945,SUB_06945,2023-05-22,signup,,1,,1,,0.0
EVT_01017,CUST_00009,SUB_00009,2023-05-23,signup,,1,,1,,0.2
EVT_01018,CUST_00071,SUB_00071,2023-05-23,signup,,2,,1,,0.0
EVT_01019,CUST_01761,SUB_01761,2023-05-23,signup,,2,,3,,0.1
EVT_01020,CUST_01933,SUB_01933,2023-05-23,signup,,1,,1,,0.0
EVT_01021,CUST_02614,SUB_02614,2023-05-23,signup,,1,,1,,0.0
EVT_01022,CUST_03139,SUB_03139,2023-05-23,signup,,1,,1,,0.0
EVT_01023,CUST_03934,SUB_03934,2023-05-23,signup,,2,,5,,0.0
EVT_01024,CUST_04340,SUB_04340,2023-05-23,signup,,1,,1,,0.0
EVT_01025,CUST_04742,SUB_04742,2023-05-23,signup,,1,,1,,0.1
EVT_01026,CUST_05565,SUB_05565,2023-05-23,signup,,1,,1,,0.0
EVT_01027,CUST_01447,SUB_01447,2023-05-24,signup,,2,,2,,0.1
EVT_01028,CUST_02726,SUB_02726,2023-05-24,signup,,1,,1,,0.0
EVT_01029,CUST_06962,SUB_06962,2023-05-24,signup,,1,,1,,0.0
EVT_01030,CUST_01154,SUB_01154,2023-05-25,signup,,2,,3,,0.0
EVT_01031,CUST_02407,SUB_02407,2023-05-25,signup,,2,,1,,0.1
EVT_01032,CUST_02495,SUB_02495,2023-05-25,signup,,2,,5,,0.0
EVT_01033,CUST_02558,SUB_02558,2023-05-25,signup,,2,,5,,0.1
EVT_01034,CUST_03246,SUB_03246,2023-05-25,signup,,2,,1,,0.0
EVT_01035,CUST_04235,SUB_04235,2023-05-25,signup,,2,,2,,0.1
EVT_01036,CUST_04423,SUB_04423,2023-05-25,signup,,2,,3,,0.2
EVT_01037,CUST_05608,SUB_05608,2023-05-25,signup,,1,,1,,0.0
EVT_01038,CUST_06689,SUB_06689,2023-05-25,signup,,3,,8,,0.0
EVT_01039,CUST_00517,SUB_00517,2023-05-26,signup,,1,,1,,0.0
EVT_01040,CUST_00662,SUB_00662,2023-05-26,signup,,1,,1,,0.0
EVT_01041,CUST_01041,SUB_01041,2023-05-26,signup,,1,,1,,0.0
EVT_01042,CUST_02698,SUB_02698,2023-05-26,signup,,2,,3,,0.0
EVT_01043,CUST_03399,SUB_03399,2023-05-26,signup,,1,,1,,0.0
EVT_01044,CUST_04253,SUB_04253,2023-05-26,signup,,2,,2,,0.0
EVT_01045,CUST_06330,SUB_06330,2023-05-26,signup,,3,,7,,0.0
EVT_01046,CUST_06681,SUB_06681,2023-05-26,signup,,2,,2,,0.1
EVT_01047,CUST_00012,SUB_00012,2023-05-27,signup,,3,,8,,0.0
EVT_01048,CUST_03569,SUB_03569,2023-05-27,signup,,1,,1,,0.0
EVT_01049,CUST_04259,SUB_04259,2023-05-27,signup,,2,,5,,0.2
EVT_01050,CUST_04585,SUB_04585,2023-05-27,signup,,1,,1,,0.0
EVT_01051,CUST_02721,SUB_02721,2023-05-28,signup,,1,,1,,0.0
EVT_01052,CUST_04484,SUB_04484,2023-05-28,signup,,2,,2,,0.2
EVT_01053,CUST_04510,SUB_04510,2023-05-28,signup,,1,,1,,0.1
EVT_01054,CUST_05168,SUB_05168,2023-05-28,signup,,1,,1,,0.0
EVT_01055,CUST_05527,SUB_05527,2023-05-28,signup,,1,,1,,0.0
EVT_01056,CUST_00053,SUB_00053,2023-05-29,signup,,1,,1,,0.0
EVT_01057,CUST_02910,SUB_02910,2023-05-29,signup,,1,,1,,0.0
EVT_01058,CUST_05390,SUB_05390,2023-05-29,signup,,1,,1,,0.0
EVT_01059,CUST_00085,SUB_00085,2023-05-30,signup,,2,,3,,0.2
EVT_01060,CUST_00389,SUB_00389,2023-05-30,signup,,1,,2,,0.1
EVT_01061,CUST_00530,SUB_00530,2023-05-30,signup,,1,,6,,0.1
EVT_01062,CUST_01994,SUB_01994,2023-05-30,signup,,1,,1,,0.0
EVT_01063,CUST_02011,SUB_02011,2023-05-30,signup,,1,,1,,0.0
EVT_01064,CUST_02302,SUB_02302,2023-05-30,signup,,1,,1,,0.0
EVT_01065,CUST_04364,SUB_04364,2023-05-30,signup,,1,,1,,0.0
EVT_01066,CUST_05908,SUB_05908,2023-05-30,signup,,2,,1,,0.0
EVT_01067,CUST_06029,SUB_06029,2023-05-30,signup,,2,,1,,0.0
EVT_01068,CUST_06137,SUB_06137,2023-05-30,signup,,1,,1,,0.0
EVT_01069,CUST_04262,SUB_04262,2023-05-31,signup,,1,,1,,0.0
EVT_01070,CUST_00249,SUB_00249,2023-06-01,signup,,1,,1,,0.0
EVT_01071,CUST_00308,SUB_00308,2023-06-01,signup,,1,,1,,0.1
EVT_01072,CUST_00462,SUB_00462,2023-06-01,signup,,2,,3,,0.0
EVT_01073,CUST_00530,,2023-06-01,churn,1,,6,,0.1,
EVT_01074,CUST_00880,,2023-06-01,expansion,1,1,1,2,0.0,0.0
EVT_01075,CUST_00912,,2023-06-01,churn,1,,1,,0.0,
EVT_01076,CUST_01496,SUB_01496,2023-06-01,signup,,1,,1,,0.1
EVT_01077,CUST_01512,,2023-06-01,contraction,2,2,3,2,0.0,0.0
EVT_01078,CUST_01615,,2023-06-01,churn,1,,3,,0.0,
EVT_01079,CUST_01742,,2023-06-01,churn,1,,1,,0.0,
EVT_01080,CUST_01765,,2023-06-01,expansion,3,3,8,9,0.1,0.1
EVT_01081,CUST_02011,,2023-06-01,expansion,1,1,1,2,0.0,0.0
EVT_01082,CUST_02123,SUB_02123,2023-06-01,signup,,1,,1,,0.1
EVT_01083,CUST_02293,,2023-06-01,expansion,3,3,9,10,0.2,0.2
EVT_01084,CUST_02701,,2023-06-01,churn,1,,1,,0.0,
EVT_01085,CUST_02784,,2023-06-01,churn,1,,1,,0.1,
EVT_01086,CUST_02844,,2023-06-01,churn,1,,2,,0.0,
EVT_01087,CUST_02884,,2023-06-01,churn,1,,1,,0.0,
EVT_01088,CUST_03013,,2023-06-01,expansion,2,2,3,4,0.0,0.0
EVT_01089,CUST_03139,,2023-06-01,churn,1,,1,,0.0,
EVT_01090,CUST_03222,,2023-06-01,expansion,1,1,1,2,0.0,0.0
EVT_01091,CUST_03427,,2023-06-01,expansion,2,2,10,11,0.1,0.1
EVT_01092,CUST_03488,SUB_03488,2023-06-01,signup,,2,,3,,0.0
EVT_01093,CUST_03527,,2023-06-01,expansion,1,1,1,2,0.1,0.1
EVT_01094,CUST_03542,,2023-06-01,churn,1,,1,,0.0,
EVT_01095,CUST_03613,,2023-06-01,expansion,3,3,1,2,0.0,0.0
EVT_01096,CUST_03654,,2023-06-01,churn,1,,1,,0.2,
EVT_01097,CUST_03768,,2023-06-01,churn,1,,1,,0.0,
EVT_01098,CUST_03804,SUB_03804,2023-06-01,signup,,2,,3,,0.0
EVT_01099,CUST_03849,,2023-06-01,expansion,2,2,3,4,0.0,0.0
EVT_01100,CUST_03877,,2023-06-01,churn,1,,1,,0.0,
EVT_01101,CUST_03984,,2023-06-01,churn,1,,1,,0.0,
EVT_01102,CUST_04022,,2023-06-01,churn,1,,1,,0.0,
EVT_01103,CUST_04054,,2023-06-01,expansion,3,3,6,7,0.0,0.0
EVT_01104,CUST_04401,,2023-06-01,churn,1,,1,,0.2,
EVT_01105,CUST_04492,,2023-06-01,expansion,2,2,4,5,0.0,0.0
EVT_01106,CUST_04572,,2023-06-01,churn,1,,1,,0.0,
EVT_01107,CUST_04657,,2023-06-01,churn,1,,1,,0.1,
EVT_01108,CUST_05160,,2023-06-01,churn,2,,1,,0.0,
EVT_01109,CUST_05273,,2023-06-01,expansion,2,2,1,2,0.0,0.0
EVT_01110,CUST_05376,,2023-06-01,contraction,2,2,3,2,0.2,0.2
EVT_01111,CUST_05398,,2023-06-01,expansion,2,2,4,5,0.1,0.1
EVT_01112,CUST_05491,SUB_05491,2023-06-01,signup,,1,,1,,0.0
EVT_01113,CUST_05518,,2023-06-01,churn,1,,1,,0.0,
EVT_01114,CUST_05771,,2023-06-01,churn,1,,1,,0.2,
EVT_01115,CUST_05843,,2023-06-01,expansion,3,3,8,9,0.2,0.2
EVT_01116,CUST_06221,,2023-06-01,churn,1,,1,,0.0,
EVT_01117,CUST_06588,,2023-06-01,churn,1,,1,,0.0,
EVT_01118,CUST_06752,,2023-06-01,churn,1,,1,,0.0,
EVT_01119,CUST_06952,,2023-06-01,expansion,2,2,2,3,0.1,0.1
EVT_01120,CUST_06979,,2023-06-01,churn,1,,1,,0.0,
EVT_01121,CUST_00737,SUB_00737,2023-06-02,signup,,1,,1,,0.0
EVT_01122,CUST_02094,SUB_02094,2023-06-02,signup,,1,,1,,0.0
EVT_01123,CUST_03111,SUB_03111,2023-06-02,signup,,2,,1,,0.0
EVT_01124,CUST_03379,SUB_03379,2023-06-02,signup,,1,,4,,0.0
EVT_01125,CUST_03382,SUB_03382,2023-06-02,signup,,1,,1,,0.0
EVT_01126,CUST_05977,SUB_05977,2023-06-02,signup,,1,,1,,0.0
EVT_01127,CUST_06528,SUB_06528,2023-06-02,signup,,2,,3,,0.0
EVT_01128,CUST_00571,SUB_00571,2023-06-03,signup,,1,,1,,0.0
EVT_01129,CUST_01816,SUB_01816,2023-06-03,signup,,2,,1,,0.0
EVT_01130,CUST_01894,SUB_01894,2023-06-03,signup,,1,,1,,0.1
EVT_01131,CUST_04316,SUB_04316,2023-06-03,signup,,1,,1,,0.1
EVT_01132,CUST_04583,SUB_04583,2023-06-03,signup,,3,,10,,0.2
EVT_01133,CUST_05639,SUB_05639,2023-06-03,signup,,1,,1,,0.0
EVT_01134,CUST_06076,SUB_06076,2023-06-03,signup,,2,,5,,0.0
EVT_01135,CUST_00245,SUB_00245,2023-06-04,signup,,2,,3,,0.0
EVT_01136,CUST_00776,SUB_00776,2023-06-04,signup,,2,,3,,0.0
EVT_01137,CUST_01261,SUB_01261,2023-06-04,signup,,2,,2,,0.0
EVT_01138,CUST_02557,SUB_02557,2023-06-04,signup,,1,,1,,0.0
EVT_01139,CUST_04185,SUB_04185,2023-06-04,signup,,2,,3,,0.3
EVT_01140,CUST_04521,SUB_04521,2023-06-04,signup,,1,,1,,0.0
EVT_01141,CUST_06046,SUB_06046,2023-06-04,signup,,2,,2,,0.1
EVT_01142,CUST_00440,SUB_00440,2023-06-05,signup,,1,,1,,0.0
EVT_01143,CUST_00834,SUB_00834,2023-06-05,signup,,2,,2,,0.0
EVT_01144,CUST_01094,SUB_01094,2023-06-05,signup,,1,,1,,0.0
EVT_01145,CUST_02566,SUB_02566,2023-06-05,signup,,2,,4,,0.2
EVT_01146,CUST_05053,SUB_05053,2023-06-05,signup,,1,,1,,0.0
EVT_01147,CUST_05794,SUB_05794,2023-06-05,signup,,1,,5,,0.0
EVT_01148,CUST_01875,SUB_01875,2023-06-06,signup,,1,,1,,0.0
EVT_01149,CUST_02022,SUB_02022,2023-06-06,signup,,1,,2,,0.0
EVT_01150,CUST_02950,SUB_02950,2023-06-06,signup,,1,,1,,0.2
EVT_01151,CUST_03688,SUB_03688,2023-06-06,signup,,1,,1,,0.0
EVT_01152,CUST_06399,SUB_06399,2023-06-06,signup,,1,,1,,0.0
EVT_01153,CUST_00250,SUB_00250,2023-06-07,signup,,2,,2,,0.0
EVT_01154,CUST_00304,SUB_00304,2023-06-07,signup,,1,,1,,0.0
EVT_01155,CUST_02024,SUB_02024,2023-06-07,signup,,1,,2,,0.0
EVT_01156,CUST_02682,SUB_02682,2023-06-07,signup,,2,,2,,0.1
EVT_01157,CUST_03321,SUB_03321,2023-06-07,signup,,2,,2,,0.1
EVT_01158,CUST_04944,SUB_04944,2023-06-07,signup,,1,,1,,0.1
EVT_01159,CUST_06023,SUB_06023,2023-06-07,signup,,2,,3,,0.0
EVT_01160,CUST_06692,SUB_06692,2023-06-07,signup,,1,,1,,0.1
EVT_01161,CUST_01800,SUB_01800,2023-06-08,signup,,1,,1,,0.0
EVT_01162,CUST_02061,SUB_02061,2023-06-08,signup,,3,,3,,0.1
EVT_01163,CUST_02216,SUB_02216,2023-06-08,signup,,1,,1,,0.0
EVT_01164,CUST_04357,SUB_04357,2023-06-08,signup,,2,,3,,0.1
EVT_01165,CUST_04546,SUB_04546,2023-06-08,signup,,2,,2,,0.1
EVT_01166,CUST_04717,SUB_04717,2023-06-08,signup,,2,,3,,0.0
EVT_01167,CUST_06311,SUB_06311,2023-06-08,signup,,2,,2,,0.0
EVT_01168,CUST_00238,SUB_00238,2023-06-09,signup,,2,,1,,0.0
EVT_01169,CUST_00547,SUB_00547,2023-06-09,signup,,1,,1,,0.0
EVT_01170,CUST_04146,SUB_04146,2023-06-09,signup,,1,,1,,0.1
EVT_01171,CUST_04169,SUB_04169,2023-06-09,signup,,1,,1,,0.1
EVT_01172,CUST_00439,SUB_00439,2023-06-10,signup,,2,,2,,0.0
EVT_01173,CUST_00838,SUB_00838,2023-06-10,signup,,1,,1,,0.0
EVT_01174,CUST_00930,SUB_00930,2023-06-10,signup,,1,,1,,0.0
EVT_01175,CUST_01354,SUB_01354,2023-06-10,signup,,1,,1,,0.0
EVT_01176,CUST_01519,SUB_01519,2023-06-10,signup,,1,,1,,0.0
EVT_01177,CUST_02003,SUB_02003,2023-06-10,signup,,2,,2,,0.2
EVT_01178,CUST_02161,SUB_02161,2023-06-10,signup,,2,,1,,0.0
EVT_01179,CUST_02249,SUB_02249,2023-06-10,signup,,1,,1,,0.0
EVT_01180,CUST_06267,SUB_06267,2023-06-10,signup,,1,,1,,0.0
EVT_01181,CUST_00706,SUB_00706,2023-06-11,signup,,2,,3,,0.1
EVT_01182,CUST_01868,SUB_01868,2023-06-11,signup,,1,,1,,0.1
EVT_01183,CUST_02868,SUB_02868,2023-06-11,signup,,1,,1,,0.0
EVT_01184,CUST_03306,SUB_03306,2023-06-11,signup,,1,,1,,0.0
EVT_01185,CUST_03375,SUB_03375,2023-06-11,signup,,1,,1,,0.0
EVT_01186,CUST_03428,SUB_03428,2023-06-11,signup,,3,,9,,0.2
EVT_01187,CUST_03825,SUB_03825,2023-06-11,signup,,2,,8,,0.3
EVT_01188,CUST_04263,SUB_04263,2023-06-11,signup,,1,,1,,0.1
EVT_01189,CUST_05061,SUB_05061,2023-06-11,signup,,1,,4,,0.1
EVT_01190,CUST_06397,SUB_06397,2023-06-11,signup,,2,,5,,0.1
EVT_01191,CUST_00993,SUB_00993,2023-06-12,signup,,1,,1,,0.0
EVT_01192,CUST_01695,SUB_01695,2023-06-12,signup,,1,,1,,0.0
EVT_01193,CUST_02238,SUB_02238,2023-06-12,signup,,1,,1,,0.0
EVT_01194,CUST_02296,SUB_02296,2023-06-12,signup,,3,,3,,0.0
EVT_01195,CUST_02562,SUB_02562,2023-06-12,signup,,1,,1,,0.0
EVT_01196,CUST_03054,SUB_03054,2023-06-12,signup,,1,,1,,0.0
EVT_01197,CUST_05033,SUB_05033,2023-06-12,signup,,2,,1,,0.0
EVT_01198,CUST_05424,SUB_05424,2023-06-12,signup,,1,,1,,0.1
EVT_01199,CUST_06667,SUB_06667,2023-06-12,signup,,2,,5,,0.0
EVT_01200,CUST_06670,SUB_06670,2023-06-12,signup,,2,,1,,0.1
EVT_01201,CUST_06808,SUB_06808,2023-06-12,signup,,1,,1,,0.0
EVT_01202,CUST_06813,SUB_06813,2023-06-12,signup,,3,,2,,0.2
EVT_01203,CUST_01065,SUB_01065,2023-06-13,signup,,1,,1,,0.0
EVT_01204,CUST_02226,SUB_02226,2023-06-13,signup,,2,,5,,0.0
EVT_01205,CUST_02786,SUB_02786,2023-06-13,signup,,1,,1,,0.0
EVT_01206,CUST_02869,SUB_02869,2023-06-13,signup,,1,,1,,0.0
EVT_01207,CUST_03811,SUB_03811,2023-06-13,signup,,3,,8,,0.0
EVT_01208,CUST_04558,SUB_04558,2023-06-13,signup,,3,,1,,0.0
EVT_01209,CUST_05135,SUB_05135,2023-06-13,signup,,1,,1,,0.0
EVT_01210,CUST_01294,SUB_01294,2023-06-14,signup,,1,,1,,0.0
EVT_01211,CUST_01602,SUB_01602,2023-06-14,signup,,1,,1,,0.0
EVT_01212,CUST_04173,SUB_04173,2023-06-14,signup,,2,,3,,0.0
EVT_01213,CUST_04814,SUB_04814,2023-06-14,signup,,1,,1,,0.1
EVT_01214,CUST_04914,SUB_04914,2023-06-14,signup,,1,,1,,0.1
EVT_01215,CUST_06383,SUB_06383,2023-06-14,signup,,1,,1,,0.1
EVT_01216,CUST_00213,SUB_00213,2023-06-15,signup,,1,,1,,0.0
EVT_01217,CUST_01156,SUB_01156,2023-06-15,signup,,1,,1,,0.1
EVT_01218,CUST_01956,SUB_01956,2023-06-15,signup,,1,,1,,0.1
EVT_01219,CUST_02013,SUB_02013,2023-06-15,signup,,2,,2,,0.0
EVT_01220,CUST_04892,SUB_04892,2023-06-15,signup,,1,,1,,0.0
EVT_01221,CUST_06554,SUB_06554,2023-06-15,signup,,2,,1,,0.0
EVT_01222,CUST_01453,SUB_01453,2023-06-16,signup,,2,,2,,0.0
EVT_01223,CUST_01508,SUB_01508,2023-06-16,signup,,1,,1,,0.2
EVT_01224,CUST_01625,SUB_01625,2023-06-16,signup,,2,,5,,0.1
EVT_01225,CUST_02138,SUB_02138,2023-06-16,signup,,2,,1,,0.0
EVT_01226,CUST_02945,SUB_02945,2023-06-16,signup,,1,,5,,0.0
EVT_01227,CUST_04205,SUB_04205,2023-06-16,signup,,2,,2,,0.0
EVT_01228,CUST_06312,SUB_06312,2023-06-16,signup,,1,,1,,0.0
EVT_01229,CUST_00231,SUB_00231,2023-06-17,signup,,1,,1,,0.1
EVT_01230,CUST_00613,SUB_00613,2023-06-17,signup,,1,,1,,0.0
EVT_01231,CUST_01835,SUB_01835,2023-06-17,signup,,1,,1,,0.0
EVT_01232,CUST_02463,SUB_02463,2023-06-17,signup,,1,,1,,0.0
EVT_01233,CUST_03172,SUB_03172,2023-06-17,signup,,3,,8,,0.1
EVT_01234,CUST_03468,SUB_03468,2023-06-17,signup,,1,,1,,0.0
EVT_01235,CUST_04541,SUB_04541,2023-06-17,signup,,1,,1,,0.0
EVT_01236,CUST_06099,SUB_06099,2023-06-17,signup,,2,,2,,0.0
EVT_01237,CUST_00444,SUB_00444,2023-06-18,signup,,2,,4,,0.0
EVT_01238,CUST_01229,SUB_01229,2023-06-18,signup,,2,,2,,0.1
EVT_01239,CUST_02805,SUB_02805,2023-06-18,signup,,2,,1,,0.0
EVT_01240,CUST_03835,SUB_03835,2023-06-18,signup,,1,,1,,0.2
EVT_01241,CUST_03915,SUB_03915,2023-06-18,signup,,2,,1,,0.0
EVT_01242,CUST_04149,SUB_04149,2023-06-18,signup,,2,,4,,0.2
EVT_01243,CUST_04467,SUB_04467,2023-06-18,signup,,2,,1,,0.0
EVT_01244,CUST_04789,SUB_04789,2023-06-18,signup,,1,,1,,0.0
EVT_01245,CUST_05953,SUB_05953,2023-06-18,signup,,2,,5,,0.0
EVT_01246,CUST_06939,SUB_06939,2023-06-18,signup,,2,,1,,0.0
EVT_01247,CUST_00296,SUB_00296,2023-06-19,signup,,1,,1,,0.0
EVT_01248,CUST_02220,SUB_02220,2023-06-19,signup,,1,,1,,0.0
EVT_01249,CUST_03406,SUB_03406,2023-06-19,signup,,1,,1,,0.1
EVT_01250,CUST_05268,SUB_05268,2023-06-19,signup,,1,,1,,0.0
EVT_01251,CUST_06208,SUB_06208,2023-06-19,signup,,1,,1,,0.0
EVT_01252,CUST_02544,SUB_02544,2023-06-20,signup,,3,,7,,0.1
EVT_01253,CUST_02848,SUB_02848,2023-06-20,signup,,1,,1,,0.0
EVT_01254,CUST_04547,SUB_04547,2023-06-20,signup,,2,,7,,0.2
EVT_01255,CUST_04569,SUB_04569,2023-06-20,signup,,1,,1,,0.0
EVT_01256,CUST_05256,SUB_05256,2023-06-20,signup,,1,,1,,0.0
EVT_01257,CUST_06828,SUB_06828,2023-06-20,signup,,2,,2,,0.0
EVT_01258,CUST_00807,SUB_00807,2023-06-21,signup,,3,,7,,0.2
EVT_01259,CUST_01784,SUB_01784,2023-06-21,signup,,1,,1,,0.0
EVT_01260,CUST_02132,SUB_02132,2023-06-21,signup,,1,,1,,0.0
EVT_01261,CUST_02179,SUB_02179,2023-06-21,signup,,2,,3,,0.0
EVT_01262,CUST_02938,SUB_02938,2023-06-21,signup,,1,,1,,0.0
EVT_01263,CUST_03242,SUB_03242,2023-06-21,signup,,2,,9,,0.1
EVT_01264,CUST_03687,SUB_03687,2023-06-21,signup,,1,,1,,0.0
EVT_01265,CUST_04498,SUB_04498,2023-06-21,signup,,2,,3,,0.1
EVT_01266,CUST_06026,SUB_06026,2023-06-21,signup,,2,,2,,0.0
EVT_01267,CUST_00866,SUB_00866,2023-06-22,signup,,2,,2,,0.1
EVT_01268,CUST_01077,SUB_01077,2023-06-22,signup,,2,,1,,0.0
EVT_01269,CUST_03213,SUB_03213,2023-06-22,signup,,1,,1,,0.0
EVT_01270,CUST_05269,SUB_05269,2023-06-22,signup,,2,,2,,0.0
EVT_01271,CUST_06516,SUB_06516,2023-06-22,signup,,2,,3,,0.2
