customer_id,segment,signup_date,initial_plan_key,initial_contract_type,initial_locations,status
CUST_01677,mid,2025-09-12,enterprise,monthly,5,active
CUST_01678,small,2024-10-11,basic,annual,1,active
CUST_01679,mid,2024-03-27,pro,monthly,2,active
CUST_01680,mid,2025-04-01,pro,monthly,2,active
CUST_01681,mid,2023-02-07,pro,monthly,4,active
CUST_01682,small,2024-03-27,basic,monthly,1,active
CUST_01683,small,2025-10-21,pro,annual,1,active
CUST_01684,small,2023-08-17,pro,monthly,1,active
CUST_01685,small,2025-10-17,pro,monthly,1,active
CUST_01686,small,2024-02-04,basic,monthly,1,active
CUST_01687,mid,2025-12-21,pro,monthly,5,active
CUST_01688,small,2023-08-29,basic,monthly,1,active
CUST_01689,small,2025-11-03,basic,monthly,1,active
CUST_01690,mid,2025-11-20,pro,monthly,3,active
CUST_01691,small,2025-07-20,basic,monthly,1,active
CUST_01692,small,2023-10-02,basic,monthly,1,active
CUST_01693,mid,2025-09-24,enterprise,monthly,3,active
CUST_01694,large,2024-06-08,enterprise,monthly,9,active
CUST_01695,mid,2025-12-20,pro,monthly,4,active
CUST_01696,small,2024-04-03,basic,monthly,1,active
CUST_01697,small,2025-03-20,basic,monthly,1,active
CUST_01698,small,2025-08-24,basic,monthly,1,active
CUST_01699,mid,2023-07-18,pro,annual,2,active
CUST_01700,small,2025-07-31,basic,monthly,1,active
CUST_01701,mid,2025-08-05,pro,monthly,3,active
CUST_01702,mid,2023-10-24,pro,annual,5,active
CUST_01703,mid,2023-05-03,pro,annual,4,active
CUST_01704,small,2024-08-17,pro,monthly,1,active
CUST_01705,small,2025-08-29,basic,annual,1,active
CUST_01706,small,2024-08-16,basic,monthly,1,active
CUST_01707,small,2024-02-04,pro,monthly,1,active
CUST_01708,small,2023-05-25,basic,monthly,1,active
CUST_01709,small,2023-05-31,pro,monthly,1,active
CUST_01710,small,2024-03-19,basic,monthly,1,active
CUST_01711,small,2024-07-28,basic,annual,1,active
CUST_01712,mid,2024-09-11,pro,annual,3,active
CUST_01713,small,2025-11-30,basic,monthly,1,active
CUST_01714,small,2025-08-03,basic,monthly,1,active
CUST_01715,mid,2023-09-19,basic,monthly,4,active
CUST_01716,small,2023-12-17,pro,annual,1,active
CUST_01717,mid,2025-12-15,pro,annual,3,active
CUST_01718,small,2023-03-29,enterprise,annual,1,active
CUST_01719,small,2023-09-18,pro,monthly,1,active
CUST_01720,small,2025-12-17,basic,monthly,1,active
CUST_01721,large,2023-11-06,enterprise,annual,8,active
CUST_01722,mid,2024-02-06,pro,annual,2,active
CUST_01723,mid,2023-09-27,enterprise,annual,3,active
CUST_01724,small,2023-07-30,basic,monthly,1,active
CUST_01725,small,2023-08-27,basic,annual,1,active
CUST_01726,large,2024-05-16,enterprise,annual,6,active
CUST_01727,mid,2024-11-12,pro,monthly,2,active
CUST_01728,mid,2023-10-27,pro,monthly,5,active
CUST_01729,small,2023-04-28,pro,monthly,1,active
CUST_01730,mid,2023-07-10,pro,monthly,5,active
CUST_01731,small,2023-09-21,basic,monthly,1,active
CUST_01732,large,2025-05-21,enterprise,annual,8,active
CUST_01733,mid,2024-07-29,pro,monthly,2,active
CUST_01734,small,2025-10-17,basic,annual,1,active
CUST_01735,small,2023-02-01,basic,monthly,1,active
CUST_01736,small,2024-07-18,basic,monthly,1,active
CUST_01737,small,2024-04-11,basic,monthly,1,active
CUST_01738,small,2024-02-17,basic,monthly,1,active
CUST_01739,mid,2023-07-24,basic,annual,3,active
CUST_01740,small,2024-09-02,basic,monthly,1,active
CUST_01741,large,2024-10-03,pro,annual,8,active
CUST_01742,small,2023-05-11,basic,monthly,1,active
CUST_01743,small,2023-05-18,basic,monthly,1,active
CUST_01744,mid,2023-09-07,pro,monthly,4,active
CUST_01745,mid,2025-08-08,basic,annual,3,active
CUST_01746,mid,2025-11-27,pro,monthly,2,active
CUST_01747,large,2025-05-05,pro,annual,7,active
CUST_01748,small,2023-11-01,pro,monthly,1,active
CUST_01749,mid,2025-03-21,pro,annual,2,active
CUST_01750,small,2025-03-04,basic,monthly,1,active
CUST_01751,small,2023-12-06,basic,monthly,1,active
CUST_01752,large,2024-11-26,enterprise,annual,8,active
CUST_01753,mid,2024-09-22,pro,annual,5,active
CUST_01754,small,2023-10-17,basic,monthly,1,active
CUST_01755,small,2025-03-23,pro,annual,1,active
CUST_01756,large,2023-02-07,enterprise,annual,7,active
CUST_01757,mid,2023-09-11,pro,annual,2,active
CUST_01758,small,2023-08-06,basic,monthly,1,active
CUST_01759,small,2024-08-29,basic,monthly,1,active
CUST_01760,small,2024-01-12,pro,monthly,1,active
CUST_01761,small,2024-12-19,basic,monthly,1,active
CUST_01762,large,2025-12-02,enterprise,annual,6,active
CUST_01763,small,2025-09-10,basic,annual,1,active
CUST_01764,small,2023-02-28,basic,annual,1,active
CUST_01765,small,2025-10-20,basic,annual,1,active
CUST_01766,small,2024-03-11,basic,monthly,1,active
CUST_01767,mid,2024-05-21,pro,monthly,5,active
CUST_01768,small,2025-07-17,basic,monthly,1,active
CUST_01769,mid,2025-08-27,pro,annual,3,active
CUST_01770,small,2024-11-24,basic,monthly,1,active
CUST_01771,mid,2023-04-26,pro,annual,2,active
CUST_01772,small,2023-04-15,basic,monthly,1,active
CUST_01773,small,2025-12-01,basic,monthly,1,active
CUST_01774,small,2025-09-25,basic,annual,1,active
CUST_01775,small,2024-11-19,basic,monthly,1,active
CUST_01776,small,2023-08-20,basic,monthly,1,active
CUST_01777,small,2024-10-31,basic,monthly,1,active
CUST_01778,small,2023-01-29,basic,monthly,1,active
CUST_01779,large,2025-05-20,pro,annual,9,active
CUST_01780,small,2025-11-26,basic,monthly,1,active
CUST_01781,mid,2024-11-08,pro,annual,2,active
CUST_01782,small,2025-03-18,pro,annual,1,active
CUST_01783,small,2025-11-09,basic,annual,1,active
CUST_01784,mid,2023-12-27,basic,monthly,4,active
CUST_01785,small,2024-05-09,basic,monthly,1,active
CUST_01786,small,2025-11-18,basic,monthly,1,active
CUST_01787,mid,2025-07-20,pro,monthly,3,active
CUST_01788,small,2023-02-09,basic,monthly,1,active
CUST_01789,mid,2025-06-10,enterprise,annual,3,active
CUST_01790,small,2023-09-12,basic,monthly,1,active
CUST_01791,mid,2024-08-12,enterprise,monthly,3,active
CUST_01792,small,2025-03-30,basic,monthly,1,active
CUST_01793,mid,2025-06-25,pro,annual,3,active
CUST_01794,small,2023-05-02,basic,monthly,1,active
CUST_01795,mid,2024-01-29,pro,annual,3,active
CUST_01796,large,2025-04-05,enterprise,annual,8,active
CUST_01797,small,2025-06-18,basic,monthly,1,active
CUST_01798,small,2024-01-23,basic,monthly,1,active
CUST_01799,mid,2025-04-21,pro,annual,4,active
CUST_01800,small,2025-02-10,basic,monthly,1,active
CUST_01801,mid,2023-11-18,pro,monthly,5,active
CUST_01802,large,2023-07-24,enterprise,monthly,8,active
CUST_01803,small,2024-05-31,basic,annual,1,active
CUST_01804,small,2025-06-26,basic,monthly,1,active
CUST_01805,small,2025-12-18,basic,monthly,1,active
CUST_01806,mid,2023-05-10,pro,annual,2,active
CUST_01807,small,2023-12-18,pro,monthly,1,active
CUST_01808,small,2024-11-23,basic,monthly,1,active
CUST_01809,small,2025-02-23,basic,annual,1,active
CUST_01810,mid,2025-12-26,pro,annual,2,active
CUST_01811,large,2024-04-23,pro,annual,7,active
CUST_01812,mid,2023-09-29,pro,monthly,5,active
CUST_01813,small,2025-08-18,basic,monthly,1,active
CUST_01814,small,2024-06-18,basic,monthly,1,active
CUST_01815,small,2024-06-28,basic,monthly,1,active
CUST_01816,small,2024-11-17,basic,monthly,1,active
CUST_01817,mid,2024-10-24,pro,monthly,3,active
CUST_01818,mid,2024-07-02,pro,monthly,2,active
CUST_01819,small,2023-01-13,basic,monthly,1,active
CUST_01820,small,2025-02-19,pro,monthly,1,active
CUST_01821,small,2023-02-11,pro,monthly,1,active
CUST_01822,mid,2025-06-18,pro,monthly,3,active
CUST_01823,large,2023-02-09,enterprise,annual,7,active
CUST_01824,small,2025-06-10,basic,monthly,1,active
CUST_01825,small,2025-11-11,pro,monthly,1,active
CUST_01826,small,2024-01-23,basic,monthly,1,active
CUST_01827,small,2023-01-26,basic,annual,1,active
CUST_01828,small,2024-05-24,basic,monthly,1,active
CUST_01829,small,2025-06-01,basic,annual,1,active
CUST_01830,large,2025-08-13,enterprise,annual,9,active
CUST_01831,large,2024-11-30,enterprise,annual,6,active
CUST_01832,small,2023-10-22,basic,monthly,1,active
CUST_01833,large,2023-08-14,enterprise,annual,7,active
CUST_01834,small,2023-02-24,basic,monthly,1,active
CUST_01835,small,2023-04-24,basic,annual,1,active
CUST_01836,small,2024-04-18,basic,monthly,1,active
CUST_01837,small,2024-10-15,basic,monthly,1,active
CUST_01838,mid,2023-11-01,basic,monthly,2,active
CUST_01839,mid,2024-08-16,pro,monthly,2,active
CUST_01840,small,2024-03-06,pro,monthly,1,active
CUST_01841,small,2024-10-27,pro,monthly,1,active
CUST_01842,mid,2024-10-31,pro,annual,5,active
CUST_01843,small,2023-04-15,basic,monthly,1,active
CUST_01844,small,2025-02-22,basic,annual,1,active
CUST_01845,mid,2025-07-28,pro,monthly,4,active
CUST_01846,small,2023-10-23,basic,monthly,1,active
CUST_01847,small,2024-07-27,basic,monthly,1,active
CUST_01848,small,2023-10-12,basic,monthly,1,active
CUST_01849,mid,2023-08-11,pro,annual,2,active
CUST_01850,small,2023-05-10,basic,monthly,1,active
CUST_01851,small,2023-08-25,basic,annual,1,active
CUST_01852,mid,2023-05-24,pro,monthly,2,active
CUST_01853,small,2023-10-18,basic,monthly,1,active
CUST_01854,mid,2024-11-25,enterprise,monthly,2,active
CUST_01855,large,2023-09-05,enterprise,monthly,7,active
CUST_01856,small,2023-05-24,basic,annual,1,active
CUST_01857,small,2025-08-21,basic,annual,1,active
CUST_01858,large,2025-03-10,enterprise,monthly,8,active
CUST_01859,small,2024-09-22,basic,annual,1,active
CUST_01860,small,2023-01-25,pro,monthly,1,active
CUST_01861,mid,2023-06-08,pro,monthly,2,active
CUST_01862,small,2025-06-19,basic,monthly,1,active
CUST_01863,small,2023-02-15,basic,monthly,1,active
CUST_01864,small,2025-04-25,basic,annual,1,active
CUST_01865,small,2025-12-04,basic,monthly,1,active
CUST_01866,small,2024-03-05,basic,monthly,1,active
CUST_01867,small,2024-07-31,pro,monthly,1,active
CUST_01868,mid,2025-04-10,pro,annual,3,active
CUST_01869,small,2024-01-27,basic,monthly,1,active
CUST_01870,mid,2025-07-31,pro,annual,2,active
CUST_01871,large,2025-06-10,enterprise,annual,6,active
CUST_01872,mid,2024-05-09,pro,annual,2,active
CUST_01873,small,2025-11-29,basic,annual,1,active
CUST_01874,mid,2023-01-23,pro,monthly,2,active
CUST_01875,mid,2024-04-20,pro,monthly,3,active
CUST_01876,mid,2023-11-02,basic,monthly,4,active
CUST_01877,small,2024-10-30,basic,monthly,1,active
CUST_01878,small,2023-07-27,basic,annual,1,active
CUST_01879,mid,2024-01-29,basic,annual,4,active
CUST_01880,small,2023-04-14,basic,annual,1,active
CUST_01881,small,2023-12-23,basic,monthly,1,active
CUST_01882,mid,2024-07-25,pro,monthly,2,active
CUST_01883,small,2025-08-12,basic,monthly,1,active
CUST_01884,small,2023-02-22,pro,monthly,1,active
CUST_01885,small,2025-06-21,basic,monthly,1,active
CUST_01886,small,2025-04-04,pro,monthly,1,active
CUST_01887,mid,2023-01-02,pro,annual,2,active
CUST_01888,small,2023-12-06,basic,monthly,1,active
CUST_01889,mid,2024-11-01,pro,annual,2,active
CUST_01890,large,2023-05-05,enterprise,annual,8,active
CUST_01891,large,2023-12-21,enterprise,monthly,6,active
CUST_01892,large,2025-04-03,enterprise,annual,6,active
CUST_01893,small,2023-04-07,basic,monthly,1,active
CUST_01894,small,2024-07-17,basic,annual,1,active
CUST_01895,small,2024-07-28,basic,monthly,1,active
CUST_01896,small,2025-06-06,basic,monthly,1,active
CUST_01897,large,2024-03-16,enterprise,annual,6,active
CUST_01898,small,2024-06-13,basic,monthly,1,active
CUST_01899,small,2024-07-23,basic,monthly,1,active
CUST_01900,mid,2023-10-19,pro,monthly,5,active
CUST_01901,mid,2024-10-20,pro,monthly,5,active
CUST_01902,small,2023-10-21,basic,monthly,1,active
CUST_01903,large,2024-03-28,enterprise,annual,8,active
CUST_01904,small,2025-06-05,basic,monthly,1,active
CUST_01905,small,2025-11-09,basic,monthly,1,active
CUST_01906,small,2025-01-05,basic,monthly,1,active
CUST_01907,mid,2023-03-07,pro,monthly,5,active
CUST_01908,mid,2024-01-11,pro,annual,3,active
CUST_01909,small,2023-01-11,pro,annual,1,active
CUST_01910,mid,2025-12-31,pro,monthly,4,active
CUST_01911,small,2024-05-20,pro,monthly,1,active
CUST_01912,small,2024-07-02,basic,monthly,1,active
CUST_01913,small,2024-11-16,basic,annual,1,active
CUST_01914,mid,2025-09-24,pro,annual,2,active
CUST_01915,mid,2024-03-15,pro,annual,5,active
CUST_01916,small,2024-10-14,basic,annual,1,active
CUST_01917,mid,2024-09-11,pro,annual,3,active
CUST_01918,mid,2023-07-25,pro,monthly,3,active
CUST_01919,large,2025-04-20,enterprise,annual,6,active
CUST_01920,mid,2024-01-27,enterprise,annual,3,active
CUST_01921,small,2025-02-08,basic,annual,1,active
CUST_01922,small,2025-03-01,basic,monthly,1,active
CUST_01923,mid,2023-01-12,pro,monthly,2,active
CUST_01924,mid,2024-07-11,pro,annual,2,active
CUST_01925,mid,2025-12-04,enterprise,annual,3,active
CUST_01926,small,2024-03-01,basic,monthly,1,active
CUST_01927,small,2025-08-14,basic,monthly,1,active
CUST_01928,small,2023-02-08,basic,monthly,1,active
CUST_01929,mid,2023-07-25,pro,monthly,2,active
CUST_01930,mid,2023-02-03,pro,annual,4,active
CUST_01931,small,2025-09-28,basic,monthly,1,active
CUST_01932,small,2025-01-09,basic,monthly,1,active
CUST_01933,mid,2023-03-02,pro,monthly,4,active
CUST_01934,small,2024-05-13,basic,monthly,1,active
CUST_01935,small,2023-01-10,basic,monthly,1,active
CUST_01936,small,2024-10-28,basic,annual,1,active
CUST_01937,mid,2025-04-09,pro,annual,2,active
CUST_01938,mid,2024-09-30,pro,monthly,2,active
CUST_01939,large,2024-01-01,enterprise,annual,7,active
CUST_01940,mid,2024-03-30,pro,monthly,5,active
CUST_01941,mid,2024-03-29,pro,annual,3,active
CUST_01942,small,2024-11-27,pro,monthly,1,active
CUST_01943,small,2024-03-27,basic,monthly,1,active
CUST_01944,mid,2025-04-29,pro,annual,4,active
CUST_01945,large,2024-05-18,enterprise,annual,6,active
CUST_01946,mid,2023-04-10,pro,annual,2,active
CUST_01947,small,2023-10-25,basic,monthly,1,active
CUST_01948,large,2024-04-20,enterprise,annual,6,active
CUST_01949,mid,2023-11-14,pro,monthly,4,active
CUST_01950,mid,2023-05-28,pro,monthly,5,active
CUST_01951,large,2025-03-11,enterprise,annual,9,active
CUST_01952,small,2025-03-24,basic,monthly,1,active
CUST_01953,small,2025-08-13,basic,monthly,1,active
CUST_01954,small,2023-12-05,basic,monthly,1,active
CUST_01955,mid,2025-11-05,pro,monthly,3,active
CUST_01956,small,2025-01-25,basic,monthly,1,active
CUST_01957,mid,2024-05-02,pro,annual,2,active
CUST_01958,large,2025-05-11,enterprise,annual,6,active
CUST_01959,small,2023-04-21,basic,monthly,1,active
CUST_01960,small,2023-02-03,basic,annual,1,active
CUST_01961,mid,2023-05-25,pro,annual,3,active
CUST_01962,small,2025-09-19,basic,annual,1,active
CUST_01963,large,2025-10-04,enterprise,annual,8,active
CUST_01964,small,2023-02-21,pro,monthly,1,active
CUST_01965,large,2025-02-24,pro,annual,6,active
CUST_01966,small,2023-10-31,basic,monthly,1,active
CUST_01967,small,2024-08-10,basic,monthly,1,active
CUST_01968,mid,2023-07-20,pro,annual,2,active
CUST_01969,small,2025-05-01,basic,monthly,1,active
CUST_01970,mid,2025-06-11,pro,monthly,3,active
CUST_01971,small,2024-08-18,pro,annual,1,active
CUST_01972,mid,2023-03-13,pro,monthly,2,active
CUST_01973,small,2023-10-02,basic,monthly,1,active
CUST_01974,mid,2024-01-17,pro,monthly,3,active
CUST_01975,large,2024-09-27,enterprise,monthly,6,active
CUST_01976,mid,2024-08-30,pro,annual,2,active
CUST_01977,small,2025-05-03,pro,monthly,1,active
CUST_01978,small,2024-08-19,pro,annual,1,active
CUST_01979,small,2023-03-08,basic,monthly,1,active
CUST_01980,small,2025-01-02,pro,monthly,1,active
CUST_01981,small,2024-08-14,basic,monthly,1,active
CUST_01982,small,2023-01-14,basic,annual,1,active
CUST_01983,large,2025-05-26,pro,annual,6,active
CUST_01984,mid,2025-01-16,pro,annual,5,active
CUST_01985,large,2024-12-11,enterprise,annual,6,active
CUST_01986,mid,2025-08-09,pro,monthly,2,active
CUST_01987,mid,2024-09-09,pro,annual,3,active
CUST_01988,mid,2023-10-02,pro,monthly,4,active
CUST_01989,small,2023-01-22,basic,monthly,1,active
CUST_01990,large,2025-02-06,pro,annual,6,active
CUST_01991,large,2023-08-05,enterprise,annual,10,active
CUST_01992,large,2023-12-24,enterprise,annual,6,active
CUST_01993,mid,2024-08-10,pro,annual,4,active
CUST_01994,mid,2025-10-31,pro,annual,2,active
CUST_01995,mid,2023-02-15,pro,annual,2,active
CUST_01996,mid,2023-02-15,pro,monthly,2,active
CUST_01997,mid,2023-06-09,enterprise,annual,3,active
CUST_01998,small,2025-06-24,basic,monthly,1,active
CUST_01999,small,2024-10-09,basic,annual,1,active
CUST_02000,mid,2024-03-10,pro,monthly,2,active
CUST_02001,small,2025-07-20,basic,monthly,1,active
CUST_02002,small,2023-01-27,basic,monthly,1,active
CUST_02003,small,2024-01-31,basic,monthly,1,active
CUST_02004,small,2023-03-01,basic,monthly,1,active
CUST_02005,small,2025-04-17,basic,monthly,1,active
CUST_02006,mid,2024-10-25,pro,monthly,5,active
CUST_02007,small,2023-01-21,basic,monthly,1,active
CUST_02008,mid,2024-08-01,pro,annual,4,active
CUST_02009,large,2025-12-31,enterprise,annual,7,active
CUST_02010,small,2024-09-19,basic,monthly,1,active
CUST_02011,large,2024-10-14,pro,annual,7,active
CUST_02012,small,2024-08-23,basic,monthly,1,active
CUST_02013,small,2024-04-10,basic,annual,1,active
CUST_02014,small,2024-01-21,basic,annual,1,active
CUST_02015,small,2025-12-18,basic,monthly,1,active
CUST_02016,large,2024-02-26,pro,annual,10,active
CUST_02017,small,2025-04-19,basic,monthly,1,active
CUST_02018,large,2023-05-01,enterprise,annual,8,active
CUST_02019,small,2023-02-22,basic,monthly,1,active
CUST_02020,small,2024-06-01,basic,monthly,1,active
CUST_02021,small,2024-08-19,basic,monthly,1,active
CUST_02022,small,2025-04-29,basic,monthly,1,active
CUST_02023,large,2024-02-04,enterprise,monthly,8,active
CUST_02024,mid,2024-12-30,pro,annual,2,active
CUST_02025,mid,2024-09-17,pro,annual,3,active
CUST_02026,small,2023-03-17,basic,monthly,1,active
CUST_02027,small,2025-09-13,pro,monthly,1,active
CUST_02028,small,2024-03-29,basic,monthly,1,active
CUST_02029,small,2024-03-09,basic,monthly,1,active
CUST_02030,large,2023-04-10,enterprise,monthly,6,active
CUST_02031,small,2024-02-13,basic,monthly,1,active
CUST_02032,mid,2023-02-04,pro,monthly,5,active
CUST_02033,small,2023-05-07,basic,monthly,1,active
CUST_02034,small,2025-06-12,basic,annual,1,active
CUST_02035,large,2024-01-08,enterprise,annual,7,active
CUST_02036,small,2024-05-04,basic,monthly,1,active
CUST_02037,small,2025-01-20,basic,monthly,1,active
CUST_02038,large,2024-02-14,enterprise,annual,9,active
CUST_02039,mid,2024-06-15,pro,annual,3,active
CUST_02040,mid,2024-09-30,pro,annual,2,active
CUST_02041,small,2023-07-11,basic,monthly,1,active
CUST_02042,large,2023-09-27,enterprise,annual,6,active
CUST_02043,small,2023-06-04,pro,monthly,1,active
CUST_02044,small,2025-06-27,pro,monthly,1,active
CUST_02045,small,2025-07-21,basic,monthly,1,active
CUST_02046,large,2023-02-02,enterprise,annual,7,active
CUST_02047,small,2025-11-02,basic,monthly,1,active
CUST_02048,large,2025-11-21,enterprise,monthly,9,active
CUST_02049,small,2025-09-07,basic,monthly,1,active
CUST_02050,small,2025-05-08,basic,monthly,1,active
CUST_02051,small,2025-10-05,basic,monthly,1,active
CUST_02052,small,2024-10-05,basic,monthly,1,active
CUST_02053,small,2023-10-12,basic,monthly,1,active
CUST_02054,small,2023-12-01,basic,monthly,1,active
CUST_02055,mid,2025-05-21,enterprise,annual,2,active
CUST_02056,small,2023-07-23,basic,monthly,1,active
CUST_02057,small,2025-07-05,basic,annual,1,active
CUST_02058,mid,2025-12-12,pro,monthly,3,active
CUST_02059,small,2025-11-04,basic,monthly,1,active
CUST_02060,small,2024-08-21,pro,monthly,1,active
CUST_02061,small,2025-02-12,basic,monthly,1,active
CUST_02062,small,2025-07-03,basic,monthly,1,active
CUST_02063,mid,2024-01-11,pro,monthly,3,active
CUST_02064,large,2023-05-13,enterprise,annual,7,active
CUST_02065,small,2023-09-21,basic,monthly,1,active
CUST_02066,large,2023-01-23,enterprise,monthly,10,active
CUST_02067,small,2024-01-29,basic,monthly,1,active
CUST_02068,mid,2024-05-15,pro,annual,3,active
CUST_02069,large,2025-12-06,enterprise,monthly,6,active
CUST_02070,small,2023-04-16,basic,annual,1,active
CUST_02071,mid,2025-02-10,basic,monthly,3,active
CUST_02072,small,2023-03-09,pro,monthly,1,active
CUST_02073,large,2025-10-14,enterprise,monthly,8,active
CUST_02074,small,2024-02-22,basic,monthly,1,active
CUST_02075,mid,2025-11-07,pro,monthly,5,active
CUST_02076,small,2025-07-11,basic,annual,1,active
CUST_02077,small,2023-09-04,basic,monthly,1,active
CUST_02078,small,2025-10-19,basic,monthly,1,active
CUST_02079,small,2023-08-23,basic,monthly,1,active
CUST_02080,small,2024-12-24,pro,monthly,1,active
CUST_02081,small,2024-12-25,basic,monthly,1,active
CUST_02082,small,2023-11-30,basic,monthly,1,active
CUST_02083,mid,2023-03-27,pro,annual,3,active
CUST_02084,small,2025-10-07,basic,monthly,1,active
CUST_02085,mid,2025-04-20,pro,monthly,2,active
CUST_02086,mid,2023-11-16,pro,monthly,3,active
CUST_02087,small,2024-02-27,basic,monthly,1,active
CUST_02088,mid,2024-10-18,basic,monthly,4,active
CUST_02089,mid,2025-12-13,pro,annual,4,active
CUST_02090,small,2023-06-21,basic,monthly,1,active
CUST_02091,small,2025-05-16,basic,annual,1,active
CUST_02092,small,2024-02-09,basic,monthly,1,active
CUST_02093,mid,2025-03-13,pro,monthly,2,active
CUST_02094,small,2023-08-16,pro,annual,1,active
CUST_02095,small,2025-05-27,pro,annual,1,active
CUST_02096,mid,2025-01-22,basic,annual,3,active
CUST_02097,mid,2025-06-17,pro,annual,2,active
CUST_02098,small,2024-04-19,basic,annual,1,active
CUST_02099,small,2024-08-27,pro,monthly,1,active
CUST_02100,large,2023-09-05,enterprise,annual,6,active
CUST_02101,small,2024-07-24,basic,monthly,1,active
CUST_02102,small,2023-09-29,pro,monthly,1,active
CUST_02103,small,2025-10-04,basic,monthly,1,active
CUST_02104,large,2023-04-06,enterprise,annual,7,active
CUST_02105,small,2024-10-24,basic,monthly,1,active
CUST_02106,small,2025-01-31,basic,monthly,1,active
CUST_02107,small,2025-05-03,basic,monthly,1,active
CUST_02108,mid,2024-03-05,pro,monthly,5,active
CUST_02109,small,2025-11-07,basic,monthly,1,active
CUST_02110,large,2023-07-10,enterprise,annual,6,active
CUST_02111,small,2025-12-12,basic,monthly,1,active
CUST_02112,small,2025-03-30,basic,monthly,1,active
CUST_02113,large,2024-07-31,enterprise,annual,6,active
CUST_02114,mid,2023-11-14,pro,monthly,3,active
CUST_02115,small,2023-10-04,basic,annual,1,active
CUST_02116,mid,2023-11-21,pro,annual,5,active
CUST_02117,small,2025-02-25,basic,monthly,1,active
CUST_02118,small,2023-12-21,basic,monthly,1,active
CUST_02119,small,2025-11-12,basic,annual,1,active
CUST_02120,small,2023-04-28,basic,annual,1,active
CUST_02121,mid,2025-05-04,pro,monthly,2,active
CUST_02122,small,2024-03-16,basic,monthly,1,active
CUST_02123,small,2025-02-25,basic,monthly,1,active
CUST_02124,small,2025-01-14,basic,monthly,1,active
CUST_02125,small,2023-05-16,basic,annual,1,active
CUST_02126,small,2025-07-05,basic,monthly,1,active
CUST_02127,large,2025-08-16,pro,annual,6,active
CUST_02128,small,2023-04-21,basic,annual,1,active
CUST_02129,small,2024-06-26,basic,monthly,1,active
CUST_02130,small,2024-12-20,basic,monthly,1,active
CUST_02131,small,2023-09-09,basic,monthly,1,active
CUST_02132,small,2025-01-01,basic,annual,1,active
CUST_02133,small,2024-07-21,pro,annual,1,active
CUST_02134,small,2023-01-17,pro,monthly,1,active
CUST_02135,small,2024-09-04,basic,annual,1,active
CUST_02136,mid,2024-04-10,pro,monthly,2,active
CUST_02137,small,2025-04-27,basic,annual,1,active
CUST_02138,mid,2024-02-22,basic,monthly,2,active
CUST_02139,small,2025-08-02,basic,monthly,1,active
CUST_02140,small,2025-08-29,pro,monthly,1,active
CUST_02141,small,2024-04-22,basic,monthly,1,active
CUST_02142,small,2025-09-21,basic,annual,1,active
CUST_02143,large,2025-09-28,pro,annual,6,active
CUST_02144,small,2023-07-25,basic,monthly,1,active
CUST_02145,small,2025-09-06,pro,monthly,1,active
CUST_02146,large,2025-10-21,enterprise,monthly,6,active
CUST_02147,small,2024-02-25,basic,monthly,1,active
CUST_02148,mid,2024-02-09,pro,annual,4,active
CUST_02149,mid,2024-06-09,pro,annual,4,active
CUST_02150,mid,2024-04-15,pro,annual,3,active
CUST_02151,small,2023-06-10,basic,monthly,1,active
CUST_02152,small,2025-09-27,pro,monthly,1,active
CUST_02153,mid,2024-12-13,pro,annual,3,active
CUST_02154,mid,2023-04-02,enterprise,monthly,3,active
CUST_02155,small,2023-07-25,pro,annual,1,active
CUST_02156,large,2023-08-06,enterprise,monthly,6,active
CUST_02157,small,2025-03-10,basic,monthly,1,active
CUST_02158,small,2024-05-05,basic,monthly,1,active
CUST_02159,mid,2024-09-04,pro,monthly,2,active
CUST_02160,small,2024-04-26,basic,monthly,1,active
CUST_02161,small,2023-01-20,basic,monthly,1,active
CUST_02162,small,2025-06-08,pro,monthly,1,active
CUST_02163,mid,2023-08-09,enterprise,annual,4,active
CUST_02164,small,2025-10-18,basic,monthly,1,active
CUST_02165,small,2024-06-18,basic,monthly,1,active
CUST_02166,mid,2023-09-21,pro,annual,5,active
CUST_02167,small,2023-08-04,basic,annual,1,active
CUST_02168,small,2023-03-10,basic,annual,1,active
CUST_02169,mid,2025-07-14,pro,annual,2,active
CUST_02170,mid,2023-10-15,pro,monthly,3,active
CUST_02171,mid,2025-07-13,pro,annual,3,active
CUST_02172,mid,2025-12-01,pro,monthly,3,active
CUST_02173,small,2023-11-17,basic,annual,1,active
CUST_02174,small,2025-09-27,pro,monthly,1,active
CUST_02175,small,2025-02-28,basic,monthly,1,active
CUST_02176,mid,2025-10-13,enterprise,annual,4,active
CUST_02177,small,2024-06-06,basic,annual,1,active
CUST_02178,mid,2024-09-06,pro,annual,2,active
CUST_02179,mid,2023-07-11,pro,monthly,3,active
CUST_02180,large,2025-01-19,enterprise,monthly,10,active
CUST_02181,small,2023-09-15,basic,monthly,1,active
CUST_02182,small,2024-11-20,basic,annual,1,active
CUST_02183,small,2024-01-21,basic,monthly,1,active
CUST_02184,small,2025-10-09,basic,monthly,1,active
CUST_02185,small,2025-01-28,basic,monthly,1,active
CUST_02186,large,2025-02-06,enterprise,annual,9,active
CUST_02187,mid,2024-05-08,pro,annual,5,active
CUST_02188,small,2024-04-20,basic,annual,1,active
CUST_02189,small,2023-10-01,basic,monthly,1,active
